PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 2. polrok 2016;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
JST ZDRAVIE s.r.o.;Trebišov;Okres Trebišov;Košický kraj;0,00;0,00;;;;
INTRAVENA s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
EVERA SK s.r.o.;Kľúčovec;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
PHARMACY - ZV, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
RNDr. Mária Mušková;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
FARMAKOV, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
RASA, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ZDRAVÉ STRÁNKY s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
FarmEko, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Včela SP, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
APELLA s.r.o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;0,00;0,00;;;;
ZV Pharma, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
PHARMACY - PR, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr. Anna Eviaková, lekáreň BELLADONNA;Veľký Krtíš;Okres Veľký Krtíš;Banskobystrický kraj;0,00;0,00;;;;
Lekáreň SINUHE, s.r.o.;Ružomberok;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Lekáreň Centrum Ružomberok, s.r.o.;Ružomberok;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Medium Pharm, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň ARTEMIS s.r.o.;Vráble;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Vistelan s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
PRO-medik s.r.o.;Bratislava - Devínska Nová Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
PharmDr. Jela Húdiková, lekáreň  ALTHEA;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
HROMSAN, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
RNDr. Darina Janoušková LEKÁREŇ sv.CYRILA A METODA ;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Pharm. Dr. Marián Krcho LEKÁREŇ IRIS;Zlaté Moravce;Okres Zlaté Moravce;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Bellis - KE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Eleonóra Kalačová;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
TALENT, s r.o. Moldava nad Bodvou ;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
SK Pharm, s. r. o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Pharmacy, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMLEK s.r.o.;Ľubotice;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMATRA spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň ALBA-PharmDr. Marta Focková;Snina;Okres Snina;Prešovský kraj;0,00;0,00;;;;
BIONT, a.s.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
FARMALOG, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Farmamed, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
VITALITA, s.r.o.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Farkema Plus s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
KOROS s.r.o., Mária Koromházová;Sobrance;Okres Sobrance;Košický kraj;0,00;0,00;;;;
FARMAKOŠ, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
TALENT PLUS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Interpharm spol. s.r.o.;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
AB PHARM s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Sv. kríža, s.r.o.,MUDr. M.Mušková;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
LEKÁREŇ PRI POLIKLINIKE,spol. s r.o.;Rajec;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Pharma plus, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ORTOTECH, spol. s r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
Lekáreň na Hradnej, spol. s r.o.;Liptovský Hrádok;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
RONDEL - TOMSON, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Farmaplus, spoločnosť s ručením obmedzeným;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Silmar Pharma s. r. o.;Senec;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
Mgr. Jana Šimorová - Lekáreň Obyce;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
PLUS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - KN, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
LPL s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Medikocentrum, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
+pharma arzneimittel s. r. o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
Rotpharm, s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Lekáreň SRDCE s.r.o.;Sliač;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
Lekáreň u Juraja, s. r. o.;Vrbovce;Okres Myjava;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň u Rafaela, s.r.o.;Liptovská Osada;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
MEDICAMENTUM s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - STL, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
R O Z V O J E l i t, s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Biotika, a.s.;Slovenská Ľupča;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
W+W+W, s. r. o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Remedia Košice, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ELANFIT s.r.o. - Mgr. Katarína Knotková;Gbely;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
ProPharma s. r. o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Sakas, spol. s r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - KF, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
AMLEK spol. s r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
MUDr.Slezák OCHRANA ZDRAVIA, s.r.o.;Tornaľa;Okres Revúca;Banskobystrický kraj;0,00;0,00;;;;
Mgr. Zlata Hunčagová;Vyšný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
MKpharm, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMDIS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Duna - pharm, s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
AVEXIS, s.r.o.;Lučenec;Okres Lučenec;Banskobystrický kraj;0,00;0,00;;;;
MUDr. Miloš Laifer - L.C. Pharma, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
FARMAFARM, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Viera Albertová Lekáreň Polianka;Jesenské;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
Mgr. Hana Gombošová-lekáreň Kamilka;Vinné;Okres Michalovce;Košický kraj;0,00;0,00;;;;
PHARMACY-RK, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - PD s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
IKpharm, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMACE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
SPEKTRUM KK s.r.o.-Lekáreň CENTRUM;Detva;Okres Detva;Banskobystrický kraj;0,00;0,00;;;;
Lekáreň Park, s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
RV pharm spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MERCIPHARM s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMABLA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň MÁRIA, s.r.o.;Rajecké Teplice;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň ELNED, s.r.o.;Zvolen;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
FARMAPOP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
BEJP - Tn, s.r.o.;Melčice - Lieskové;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Samaritán, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Mgr. Marcela Fecsuová - FEMILEK, s.r.o.;Nové Mesto nad Váhom;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
FARMADEX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-SL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň pri radnici spol. s r.o.;Bratislava - Devínska Nová Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
Včela IM, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
NISTAL, s.r.o. ;Vlky;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
D.I.Z. spol. s r.o., RNDr. Zuzana Juhásová;Košice - Myslava;Okres Košice II;Košický kraj;0,00;0,00;;;;
MEDIPHARM, s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
APRIAS spol.s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
VALMED, s.r.o.;Bratislava - Dúbravka;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
TEXTIPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
BAPHARM spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
NOVIO, s.r.o.;Leopoldov;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
PHARMACY-BE, sro - Ing.Schneider;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Farmex, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Marta Adámiková - Výdajňa zdrav.pomôcok;Žiar nad Hronom;Okres Žiar nad Hronom;Banskobystrický kraj;0,00;0,00;;;;
PharmDr.Erika Suchardová-Lekáreň ES;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
ZIPFARM s.r.o.;Lackovce;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
PETRA - FARM, spol. s r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Mgr. Iveta Zavacká LEKÁREŇ ZENIT;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
SPRINGTIME, s.r.o.;Hajnáčka;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
Vista Point s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Mila Pharm s. r. o.;Nižný Hrušov;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
PHARMACY-MI, spol. s r.o.,Ing. Karol Schneider;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Idea s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Dagmar Vitkovská;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
HEALTH FOR ALL, spol. s r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
TILIA-LEK, s.r.o.;Sabinov;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
FARMAVA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMABRA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAKOL spol.s r.o.Ľubotice;Ľubotice;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Národné rehabilitačné centrum;Kováčová;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
LEKÁREŇ QUERCUS s.r.o.;Hranovnica;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
RNDr. Marcela Žáková Lekáreň U SV. Rafaela,;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lucia Benediková, NOVOPHARM s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
KK - INVEST, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
TIPO, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
FARMADIN, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
HIDACO, s.r.o.;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Lekáreň Sv. Terezky, s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
DINERAS SLOVAKIA, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Alliance Healthcare s.r.o., organiz. zložka;Senec;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
Farm PK, s. r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
JERA s.r.o.;Bánov;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Ing. Pavel Berceli - Farma - Care, s.r.o.;Kútniky;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
PharmDr. Milan Prekop, lekáreň Zapotôčky;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Allos, a.s.;Bratislava - Devínska Nová Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
PHARMADENT s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
LEKÁREŇ U SPASITEĽA, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
VitalPharm, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
STRÁ LEKÁREŇ, s.r.o.;Ružomberok;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Simedis, s.r.o.;Košice - Sever;Okres Košice I;Košický kraj;0,00;0,00;;;;
TIMED, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Extenza medical s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Medpartner s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Pharmpartner s. r. o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Pharmagal, spol. s r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
LEGIBA s.r.o.;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
BSC Logistics s. r. o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
BIOXA Therapeutics, s. r. o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
PHARMAMEDIC s.r.o. ;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
