PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 2. polrok 2018;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
ASCO International s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
Air Products Slovakia, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Lekáreň ANNA MÁRIA s.r.o.;Krásno nad Kysucou;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
APOTHÉQUE lekáreň s. r. o., Mgr. Gonsorčíková Bukovinská Marta;Košice - Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
TEXTIPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MESTSKÁ LEKÁREŇ, spol. s r.o. Krompachy;Krompachy;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
PharmDr. Viera Albertová Lekáreň Polianka;Jesenské;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
PROTOVIK, s.r.o.;Hucín;Okres Revúca;Banskobystrický kraj;0,00;0,00;;;;
Eleonóra Kalačová;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
"PharmDr. Božena Novocká - Lekáreň ""POD KALVÁRIOU""";Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
PharmDr. Milan Prekop, lekáreň Zapotôčky;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
WALMARK, s.r.o. ;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Bellis - KE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
RONDEL - TOMSON, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
FARMAPP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr. Ján Majerčík - lekáreň SALVATOR;Bátorove Kosihy;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
FARMAPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Milpharm 1, s.r.o.;Brezno;Okres Brezno;Banskobystrický kraj;0,00;0,00;;;;
WERBENA s.r.o.;Senec;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
PHARMACY - JL, spol. s r.o., Ing. Karol Schneider;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň AMETYST, s.r.o;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
KOROS s.r.o., Mária Koromházová;Sobrance;Okres Sobrance;Košický kraj;0,00;0,00;;;;
Pharmacy, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMLEK s.r.o.;Ľubotice;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
RNDr. Anna Urbanová - Lekáreň MEDEA;Zvolen;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
Zdr.stred.Totus Tuus Podun.Biskupice,s.r.o.;Dunajská Lužná;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
Národné rehabilitačné centrum;Kováčová;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
FARMSTRED spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
BIOXA Therapeutics, s. r. o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
KNOLL PHARMA s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
PHARMED service, s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
AGROVARIA export-import, spol. s.r.o.;Štúrovo;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
PHARMIDEA, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
FARMANOV, spol. s r.o. ;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MEDATRON, spol. s r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
Pharma plus, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
CENTRUM ORTOPEDICKEJ PROTETIKY spol. s r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Mgr. Jana Šimorová - Lekáreň Obyce;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
FARMIS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MEDIUS PHARM s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Včela SP, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Lekáreň ZORNICA, s. r. o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
FARMALUK, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
IKpharm, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMACE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Jana Ježíková - MEDCENTRUM MEDIKA, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
ZEINOX s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
DINERAS SLOVAKIA, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Alliance Healthcare s.r.o., organiz. zložka;Senec;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
LyMaPHarm, s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
PHARMAREAL, s. r. o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
PHARMACY-MI, spol. s r.o.,Ing. Karol Schneider;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Idea s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
BAPHARM spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
NOVIO, s.r.o.;Leopoldov;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
VERO PHARM, s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Farmake Plus s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
DOM ZDRAVIA Michalovce s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
MUDr. Miloš Laifer - L.C. Pharma, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Farmamed, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Palmitas, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
FARMATRA spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Medavit s. r. o.;Bratislava - Lamač;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
TO pharm spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAHE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMSPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
CALENDULA, a.s.;Nová Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;0,00;0,00;;;;
Farm PK, s. r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Pod hradom s.r.o.;Fiľakovo;Okres Lučenec;Banskobystrický kraj;0,00;0,00;;;;
VITAE PLUS, s.r.o.-PhMr. Emília Benková;Vrbové;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Lekáreň na námestí Lučenec, s.r.o.;Lučenec;Okres Lučenec;Banskobystrický kraj;0,00;0,00;;;;
MEDICAMENTUM s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - STL, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
iGEN s.r.o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;0,00;0,00;;;;
FARMACENT, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAPOP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Medelis, s.r.o.;Vydrany;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
HAKRA, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Farkema Plus s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Dr.Max 55 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
MUDr. Jana Jakubovová, CHIMA s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr. Darina Jobbágyová;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
HEDOFARM s.r.o.;Rimavská Sobota;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
ALBINUS s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Fakultná nemocnica Nitra;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Falck Healthcare a.s.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Lekáreň MEDEA ZV, s.r.o.;#N/A;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
DAMIDO, s.r.o.;#N/A;Okres Turčianske Teplice;Žilinský kraj;0,00;0,00;;;;
NOVIO-HC s.r.o.;#N/A;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
GAROP, s.r.o.;#N/A;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
Mgr. Ivana Širochmanová;#N/A;Okres Sobrance;Košický kraj;0,00;0,00;;;;
St. Crux Pharma, s.r.o.;Odorín;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
